,Athlete,Meet Info,Lane_Place,Wind,Date,RT,50m,100m,150m,200m,Time,0-100m,100-200m,Differential,Vel_50m,Vel_100m,Vel_150m,Vel_200m,Vel_0_100m,Vel_100_200m,StrideRate,Source,Ath_Mt_Strd
2202,"Tortu, Filippo (ITA) (1998)","Heat 6 - 2023 World Athletics Championships (Budapest, HUN)",3 / 4,-0.5 m/s,23-Aug-23,0.179,10.64,20.46,20.46,34.0,34.0,20.46,13.54,-6.92,9.4,10.18,9.78,87.0,4.89,7.39,87.0,Seiko Timing (2023) - world championship race analysis,"Tortu, Filippo (ITA) (1998)_Heat 6 - 2023 World Athletics Championships (Budapest, HUN)_87"
2203,"Tortu, Filippo (ITA) (1998)","FINAL - 2023 Golden Gala Pietro Mennea (Firenze, ITA)",7 / 4,0.0 m/s,02-Jun-23,0.159,5.92,10.56,15.36,20.41,20.41,10.56,9.85,-0.71,8.45,10.78,10.42,9.9,9.47,10.15,87.0,Omega Timing (2023) - diamond league race analysis,"Tortu, Filippo (ITA) (1998)_FINAL - 2023 Golden Gala Pietro Mennea (Firenze, ITA)_87"
2204,"Tortu, Filippo (ITA) (1998)","Semi-Final 3 - 2022 World Athletics Championships (Eugene, OR)",5 / 3,0.3 m/s,19-Jul-22,0.146,10.45,20.1,20.1,53.0,53.0,20.1,32.9,12.8,9.57,10.36,9.95,85.2,4.98,3.04,,Timing by Seiko (2022) - world athletics championships race analysis,"Tortu, Filippo (ITA) (1998)_Semi-Final 3 - 2022 World Athletics Championships (Eugene, OR)"
2205,"Tortu, Filippo (ITA) (1998)","Heat 6 - 2022 World Athletics Championships (Eugene, OR)",5 / 1,1.0 m/s,18-Jul-22,0.148,10.56,20.18,20.18,51.0,51.0,20.18,30.82,10.64,9.47,10.4,9.91,84.5,4.96,3.24,,Timing by Seiko (2022) - world athletics championships race analysis,"Tortu, Filippo (ITA) (1998)_Heat 6 - 2022 World Athletics Championships (Eugene, OR)"
2206,"Tortu, Filippo (ITA) (1998)","FINAL - 2022 Golden Gala Pietro Mennea (Rome, ITA)",6 / 3,-0.1 m/s,09-Jun-22,0.174,5.92,10.58,15.33,20.4,20.4,10.58,9.82,-0.76,8.45,10.73,10.53,9.86,9.45,10.18,,Omega Timing (2022) - diamond league race analysis,"Tortu, Filippo (ITA) (1998)_FINAL - 2022 Golden Gala Pietro Mennea (Rome, ITA)"
2207,"Tortu, Filippo (ITA) (1998)","FINAL - 2022 Doha Diamond League (Doha, QAT)",1 / 7,2.1 m/s,13-May-22,0.139,5.8,10.7,15.4,20.41,20.41,10.7,9.71,-0.99,8.62,10.2,10.64,9.98,9.35,10.3,,Omega Timing (2022) - diamond league race analysis,"Tortu, Filippo (ITA) (1998)_FINAL - 2022 Doha Diamond League (Doha, QAT)"
2208,"Tortu, Filippo (ITA) (1998)","Semi-Final 1 - 2017 IAAF World Championships (London, GBR)",3 / 6,2.1 m/s,09-Aug-17,0.169,10.4,15.26,20.44,20.62,36.0,15.26,5.36,-9.9,9.62,10.29,9.65,9.7,6.55,18.66,88.0,Omega Timing (2022) - diamond league race analysis,"Tortu, Filippo (ITA) (1998)_Semi-Final 1 - 2017 IAAF World Championships (London, GBR)_88"
2209,"Toyoda, Hayate (JPN) (2001)","FINAL - 2018 Japanese National Youth (U18) Championships (Nagano, JPN)",3 / 4,0.1 m/s,21-Oct-18,0.153,6.16,11.0,16.09,21.43,21.43,11.0,10.43,-0.57,8.12,10.33,9.82,9.36,9.09,9.59,98.0,,"Toyoda, Hayate (JPN) (2001)_FINAL - 2018 Japanese National Youth (U18) Championships (Nagano, JPN)_98"
2210,"Toyoda, Hayate (JPN) (2001)","FINAL - 2018 Japanese National High School Championships (Nagoya, JPN)",8 / 8,-1.6 m/s,05-Aug-18,,6.22,11.31,16.41,21.78,21.78,11.31,10.47,-0.84,8.04,9.82,9.8,9.31,8.84,9.55,,,"Toyoda, Hayate (JPN) (2001)_FINAL - 2018 Japanese National High School Championships (Nagoya, JPN)"
2211,"Tracey, Tyquendo (JAM) (1993)","FINAL - 2024 adidas Atlanta City Games (Atlanta, GA) (straightaway)",5 / 5,0.3 m/s,18-May-24,,5.79,10.19,15.9,15.9,55.0,10.19,5.71,-4.48,8.64,11.36,8.76,12.58,9.81,17.51,,(2015) - www.windsprint/Splittider/,"Tracey, Tyquendo (JAM) (1993)_FINAL - 2024 adidas Atlanta City Games (Atlanta, GA) (straightaway)"
2212,"Tracey, Tyquendo (JAM) (1993)","A FINAL - 2015 Windsprint (Sundsvall, SWE)",3 / 1,0.4 m/s,26-Jul-15,,10.74,20.8,20.8,31.0,31.0,20.8,10.2,-10.6,9.31,9.94,9.62,9.31,4.81,9.8,,(2015) - www.windsprint/Splittider/,"Tracey, Tyquendo (JAM) (1993)_A FINAL - 2015 Windsprint (Sundsvall, SWE)"
2213,"Traore, Cheickna (CIV) (2000)","Heat 1 - 2024 Olympic Games (Paris, FRA)",2 / 6,0.1 m/s,05-Aug-24,0.171,5.88,10.54,15.37,20.54,20.54,10.54,10.0,-0.54,8.5,10.73,10.35,9.67,9.49,10.0,83.0,Omega Timing (2024) - diamond league race analysis,"Traore, Cheickna (CIV) (2000)_Heat 1 - 2024 Olympic Games (Paris, FRA)_83"
2215,"Trimble, Jamiel (USA) (1995)","FINAL - 2019 The Match - Europe v USA (Minsk, BLR)",4 / 4,-0.1 m/s,10-Sep-19,0.157,10.72,20.88,20.88,44.0,44.0,20.88,23.12,2.24,9.33,9.84,9.58,94.7,4.79,4.33,,European Athletics (2019) - race analysis,"Trimble, Jamiel (USA) (1995)_FINAL - 2019 The Match - Europe v USA (Minsk, BLR)"
2216,"Trimble, Jamiel (USA) (1995)","FINAL - 2019 USATF National Championships (Des Moines, IA)",/ 4,-0.7 m/s,28-Jul-19,,10.8,20.5,20.46,4.0,4.0,20.5,-16.5,-37.0,9.26,10.31,9.78,9.26,4.88,,,European Athletics (2019) - race analysis,"Trimble, Jamiel (USA) (1995)_FINAL - 2019 USATF National Championships (Des Moines, IA)"
2217,"Trouabal, Jean-Charles (FRA) (1965)","FINAL - 1993 IAAF World Championships (Stuttgart, GER)",8 / 6,0.3 m/s,20-Aug-93,,5.87,10.46,15.15,20.2,20.2,10.46,9.74,-0.72,8.52,10.89,10.66,9.9,9.56,10.27,,,"Trouabal, Jean-Charles (FRA) (1965)_FINAL - 1993 IAAF World Championships (Stuttgart, GER)"
2218,"Trouabal, Jean-Charles (FRA) (1965)","FINAL - 1991 IAAF World Championships (Tokyo, JPN)",7 / 6,-3.4 m/s,27-Aug-91,,10.51,20.58,20.58,76.0,76.0,20.58,55.42,34.84,9.51,9.93,9.72,85.2,4.86,1.8,,Federle (2003) - http://www.fgs.uni-halle.de,"Trouabal, Jean-Charles (FRA) (1965)_FINAL - 1991 IAAF World Championships (Tokyo, JPN)"
2219,"Trouabal, Jean-Charles (FRA) (1965)","FINAL - 1991 European Cup (Frankfurt, GER)",/ 1,-1.6 m/s,30-Jun-91,,10.52,20.6,20.6,1.0,1.0,20.6,-19.6,-40.2,9.51,9.92,9.71,9.51,4.85,,,Federle (2003) - http://www.fgs.uni-halle.de,"Trouabal, Jean-Charles (FRA) (1965)_FINAL - 1991 European Cup (Frankfurt, GER)"
2220,"Truskauskas, Gediminas (LTU) (1998)","Heat 1 - 2023 World Athletics Championships (Budapest, HUN)",6 / 7,0.0 m/s,23-Aug-23,0.147,10.86,20.9,20.9,67.0,67.0,20.9,46.1,25.2,9.21,9.96,9.57,84.2,4.78,2.17,,Seiko Timing (2023) - world championship race analysis,"Truskauskas, Gediminas (LTU) (1998)_Heat 1 - 2023 World Athletics Championships (Budapest, HUN)"
2221,"Tsákonas, Likoúrgos-Stéfanos (GRE) (1990)","Semi-Final 3 - 2017 IAAF World Championships (London, GBR)",9 / 6,0.3 m/s,09-Aug-17,0.156,10.38,15.22,20.57,20.73,96.0,15.22,5.51,-9.71,9.63,10.33,9.35,9.65,6.57,18.15,,,"Tsákonas, Likoúrgos-Stéfanos (GRE) (1990)_Semi-Final 3 - 2017 IAAF World Championships (London, GBR)"
2222,"Tsuda, Iban (JPN) (2005)","FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)",9 / 7,2.9 m/s,05-Aug-23,0.22,5.99,10.98,15.94,21.23,21.23,10.98,10.25,-0.73,8.35,10.02,10.08,9.45,9.11,9.76,,,"Tsuda, Iban (JPN) (2005)_FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)"
2223,"Tsuda, Iban (JPN) (2005)","FINAL - 2022 Japanese National High School Championships (Naruto, JPN)",5 / 4,-2.3 m/s,06-Aug-22,0.148,5.95,10.87,16.03,21.53,21.53,10.87,10.66,-0.21,8.4,10.16,9.69,9.09,9.2,9.38,,,"Tsuda, Iban (JPN) (2005)_FINAL - 2022 Japanese National High School Championships (Naruto, JPN)"
2224,"Tsukamoto, Justin Junpei (JPN) (2001)","FINAL - 2018 Japanese National High School Championships (Nagoya, JPN)",5 / 2,-1.6 m/s,05-Aug-18,,5.89,10.82,15.8,21.15,21.15,10.82,10.33,-0.49,8.49,10.14,10.04,9.35,9.24,9.68,,,"Tsukamoto, Justin Junpei (JPN) (2001)_FINAL - 2018 Japanese National High School Championships (Nagoya, JPN)"
2225,"Tuffour, Emmanuel (GHA) (1966)","Semi-Final 2 - 1993 IAAF World Championships (Stuttgart, GER)",8 / 3,0.1 m/s,19-Aug-93,,6.02,10.68,15.4,20.44,20.44,10.68,9.76,-0.92,8.31,10.73,10.59,9.92,9.36,10.25,,,"Tuffour, Emmanuel (GHA) (1966)_Semi-Final 2 - 1993 IAAF World Championships (Stuttgart, GER)"
2226,"Turner, Andy (GBR) (1980)","B FINAL - 2009 Great CityGames (Manchester, GBR) (150m straightaway)",/ 1,1.1 m/s,17-May-09,,10.32,15.2,15.2,1.0,1.0,15.2,-14.2,-29.4,9.69,10.25,9.87,9.69,6.58,,,Jalava (2009) - www.tilastopaja.org,"Turner, Andy (GBR) (1980)_B FINAL - 2009 Great CityGames (Manchester, GBR) (150m straightaway)"
2227,"Turner, Andy (GBR) (1980)","Heat 1 - 2009 Great CityGames (Manchester, GBR) (150m straightaway)",/ 3,-0.8 m/s,17-May-09,,10.63,15.73,15.73,3.0,3.0,15.73,-12.73,-28.46,9.41,9.8,9.54,9.41,6.36,,,Jalava (2009) - www.tilastopaja.org,"Turner, Andy (GBR) (1980)_Heat 1 - 2009 Great CityGames (Manchester, GBR) (150m straightaway)"
2228,"Uematsu, Kota (JPN) (2002)","FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)",3 / 3,2.9 m/s,05-Aug-23,0.201,6.06,11.07,15.98,21.12,21.12,11.07,10.05,-1.02,8.25,9.98,10.18,9.73,9.03,9.95,,,"Uematsu, Kota (JPN) (2002)_FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)"
2229,"Uematsu, Kota (JPN) (2002)","FINAL - 2021 Japanese U16 National Championships (Matsuyama, JPN) (150m)",7 / 1,-0.9 m/s,23-Oct-21,,6.08,10.88,15.97,15.97,71.0,10.88,5.09,-5.79,8.22,10.42,9.82,12.52,9.19,19.65,,,"Uematsu, Kota (JPN) (2002)_FINAL - 2021 Japanese U16 National Championships (Matsuyama, JPN) (150m)"
2230,"Ueyama, Koki (JPN) (1999)","Repechage 2 - 2024 Olympic Games (Paris, FRA)",6 / 4,0.6 m/s,06-Aug-24,0.153,5.95,10.65,15.58,20.92,20.92,10.65,10.27,-0.38,8.4,10.64,10.14,9.36,9.39,9.74,90.0,,"Ueyama, Koki (JPN) (1999)_Repechage 2 - 2024 Olympic Games (Paris, FRA)_90"
2231,"Ueyama, Koki (JPN) (1999)","Heat 3 - 2024 Olympic Games (Paris, FRA)",7 / 6,-0.1 m/s,05-Aug-24,0.152,5.91,10.55,15.42,20.84,20.84,10.55,10.29,-0.26,8.46,10.78,10.27,9.23,9.48,9.72,90.0,,"Ueyama, Koki (JPN) (1999)_Heat 3 - 2024 Olympic Games (Paris, FRA)_90"
2232,"Ueyama, Koki (JPN) (1999)","Heat 4 - 2023 World Athletics Championships (Budapest, HUN)",5 / 4,-0.2 m/s,23-Aug-23,0.147,5.91,10.59,15.42,20.66,20.66,10.59,10.07,-0.52,8.46,10.68,10.35,9.54,9.44,9.93,90.0,,"Ueyama, Koki (JPN) (1999)_Heat 4 - 2023 World Athletics Championships (Budapest, HUN)_90"
2233,"Ueyama, Koki (JPN) (1999)","FINAL - 2023 Japanese National Championsips (Osaka, JPN)",2 / 7,-0.2 m/s,02-Jun-23,0.159,5.91,10.58,15.52,20.94,20.94,10.58,10.36,-0.22,8.46,10.71,10.12,9.23,9.45,9.65,92.0,Timing by Seiko (2022) - world athletics championships race analysis,"Ueyama, Koki (JPN) (1999)_FINAL - 2023 Japanese National Championsips (Osaka, JPN)_92"
2234,"Ueyama, Koki (JPN) (1999)","Semi-Final 3 - 2022 World Athletics Championships (Eugene, OR)",6 / 6,0.3 m/s,19-Jul-22,0.129,10.46,20.48,20.48,66.0,66.0,20.48,45.52,25.04,9.56,9.98,9.77,90.0,4.88,2.2,90.0,Timing by Seiko (2022) - world athletics championships race analysis,"Ueyama, Koki (JPN) (1999)_Semi-Final 3 - 2022 World Athletics Championships (Eugene, OR)_90"
2235,"Ueyama, Koki (JPN) (1999)","Heat 1 - 2022 World Athletics Championships (Eugene, OR)",7 / 2,1.0 m/s,18-Jul-22,0.127,10.49,20.26,20.26,72.0,72.0,20.26,51.74,31.48,9.53,10.24,9.87,90.0,4.94,1.93,90.0,Timing by Seiko (2022) - world athletics championships race analysis,"Ueyama, Koki (JPN) (1999)_Heat 1 - 2022 World Athletics Championships (Eugene, OR)_90"
2236,"Ueyama, Koki (JPN) (1999)","FINAL - 2020 Athlete Night Games (Fukui, JPN)",5 / 2,0.8 m/s,29-Aug-20,,5.91,10.63,15.47,20.72,20.72,10.63,10.09,-0.54,8.46,10.59,10.33,9.52,9.41,9.91,89.0,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Ueyama, Koki (JPN) (1999)_FINAL - 2020 Athlete Night Games (Fukui, JPN)_89"
2237,"Ueyama, Koki (JPN) (1999)","FINAL - 2018 Japanese National Junior (U20) Championships (Nagano, JPN)",8 / 5,0.5 m/s,21-Oct-18,0.152,6.08,10.87,15.86,21.25,21.25,10.87,10.38,-0.49,8.22,10.44,10.02,9.28,9.2,9.63,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Ueyama, Koki (JPN) (1999)_FINAL - 2018 Japanese National Junior (U20) Championships (Nagano, JPN)"
2238,"Ueyama, Koki (JPN) (1999)","Semi-Final 3 - 2018 IAAF World Junior Championships (Tampere, FIN)",3 / 4,-0.3 m/s,12-Jul-18,0.153,6.02,10.81,15.84,21.24,21.24,10.81,10.43,-0.38,8.31,10.44,9.94,9.26,9.25,9.59,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Ueyama, Koki (JPN) (1999)_Semi-Final 3 - 2018 IAAF World Junior Championships (Tampere, FIN)"
2239,"Ueyama, Koki (JPN) (1999)","Heat 1 - 2018 IAAF World Junior Championships (Tampere, FIN)",6 / 2,-0.9 m/s,12-Jul-18,0.155,6.02,10.75,15.7,21.04,21.04,10.75,10.29,-0.46,8.31,10.57,10.1,9.36,9.3,9.72,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Ueyama, Koki (JPN) (1999)_Heat 1 - 2018 IAAF World Junior Championships (Tampere, FIN)"
2240,"Unger, Tobias (GER) (1979)","FINAL - 2005 German Championships (Wattenscheid, GER)",/ 1,0.7 m/s,03-Jul-05,0.164,5.79,10.41,15.17,20.2,20.2,10.41,9.79,-0.62,8.64,10.82,10.5,9.94,9.61,10.21,,Graubner (2008) - http://www.fgs.uni-halle.de,"Unger, Tobias (GER) (1979)_FINAL - 2005 German Championships (Wattenscheid, GER)"
2241,"Unger, Tobias (GER) (1979)","FINAL - 2004 Olympic Games (Athens, GRE)",1 / 7,1.2 m/s,26-Aug-04,0.153,10.5,20.6,20.64,17.0,17.0,20.6,-3.6,-24.2,9.52,9.9,9.69,9.52,4.85,,,Graubner (2008) - http://www.fgs.uni-halle.de,"Unger, Tobias (GER) (1979)_FINAL - 2004 Olympic Games (Athens, GRE)"
2242,"Uno, Daichi (JPN) (2000)","FINAL - 2017 Japanese National High School Championships (Yamagata, JPN)",9 / 5,0.5 m/s,01-Aug-17,0.156,5.96,10.91,15.94,21.36,21.36,10.91,10.45,-0.46,8.39,10.1,9.94,9.23,9.17,9.57,,,"Uno, Daichi (JPN) (2000)_FINAL - 2017 Japanese National High School Championships (Yamagata, JPN)"
2243,"Uno, Katsusho (JPN) (2001)","FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)",1 / 6,2.1 m/s,07-Aug-19,,6.1,10.89,15.89,21.22,21.22,10.89,10.33,-0.56,8.2,10.44,10.0,9.38,9.18,9.68,,,"Uno, Katsusho (JPN) (2001)_FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)"
2244,"Uno, Shoto (JPN) (2001)","FINAL - 2024 Second Belt & Road Invitational Athletics Meeting (Chongqing, CHN)",5 / 1,-0.5 m/s,29-May-24,0.144,10.46,15.42,20.78,20.78,51.0,15.42,5.36,-10.06,9.56,10.08,9.33,9.62,6.49,18.66,94.0,,"Uno, Shoto (JPN) (2001)_FINAL - 2024 Second Belt & Road Invitational Athletics Meeting (Chongqing, CHN)_94"
2245,"Uno, Shoto (JPN) (2001)","Heat 18 - 2024 Second Belt & Road Invitational Athletics Meeting (Chongqing, CHN)",5 / 1,0.8 m/s,28-May-24,0.137,10.51,15.46,20.9,20.9,51.0,15.46,5.44,-10.02,9.51,10.1,9.19,9.57,6.47,18.38,92.0,,"Uno, Shoto (JPN) (2001)_Heat 18 - 2024 Second Belt & Road Invitational Athletics Meeting (Chongqing, CHN)_92"
2246,"Uno, Shoto (JPN) (2001)","FINAL - 2023 Japanese National Championsips (Osaka, JPN)",7 / 2,-0.2 m/s,02-Jun-23,0.168,5.87,10.55,15.38,20.55,20.55,10.55,10.0,-0.55,8.52,10.68,10.35,9.67,9.48,10.0,,,"Uno, Shoto (JPN) (2001)_FINAL - 2023 Japanese National Championsips (Osaka, JPN)"
2248,"Urbaś, Marcin (POL) (1976)","Semi-Final 2 - 2002 European Championships (Munich, GER)",/ 3,0.2 m/s,09-Aug-02,0.137,5.87,10.58,15.44,20.6,20.6,10.58,10.02,-0.56,8.52,10.62,10.29,9.69,9.45,9.98,,Graubner (2009) - http://www.fgs.uni-halle.de,"Urbaś, Marcin (POL) (1976)_Semi-Final 2 - 2002 European Championships (Munich, GER)"
2249,"Urbaś, Marcin (POL) (1976)","Quarter-Final 1 - 2002 European Championships (Munich, GER)",/  2  1,-1.8 m/s,08-Aug-02,0.127,5.89,10.56,15.46,20.86,20.86,10.56,10.3,-0.26,8.49,10.71,10.2,9.26,9.47,9.71,,Graubner (2009) - http://www.fgs.uni-halle.de,"Urbaś, Marcin (POL) (1976)_Quarter-Final 1 - 2002 European Championships (Munich, GER)"
2250,"Urbaś, Marcin (POL) (1976)","Heat 1 - 2002 European Championships (Munich, GER)",/ 1,0.8 m/s,08-Aug-02,0.117,10.53,15.41,20.71,20.71,1.0,15.41,5.3,-10.11,9.5,10.25,9.43,9.66,6.49,18.87,,Graubner (2009) - http://www.fgs.uni-halle.de,"Urbaś, Marcin (POL) (1976)_Heat 1 - 2002 European Championships (Munich, GER)"
2251,"Urbaś, Marcin (POL) (1976)",FINAL - 2001 European Cup (Bremen GER),/ 3,-0.7 m/s,24-Jun-01,0.139,5.94,10.94,15.45,20.69,20.69,10.94,9.75,-1.19,8.42,10.0,11.09,9.54,9.14,10.26,,Graubner (2007) - http://www.fgs.uni-halle.de,"Urbaś, Marcin (POL) (1976)_FINAL - 2001 European Cup (Bremen GER)"
2252,"Urbaś, Marcin (POL) (1976)","FINAL - 1999 IAAF World Championships (Sevilla, ESP)",5 / 5,1.2 m/s,17-Aug-99,0.131,5.89,10.44,15.22,20.3,20.3,10.44,9.86,-0.58,8.49,10.99,10.46,9.84,9.58,10.14,,"Ferro (2001) - biomechanical analysis of the 7th world championships, seville 1999","Urbaś, Marcin (POL) (1976)_FINAL - 1999 IAAF World Championships (Sevilla, ESP)"
2253,"Uzawa, Towa (JPN) (2002)","Semi-Final 2 - 2024 Olympic Games (Paris, FRA)",9 / 6,-0.2 m/s,07-Aug-24,0.131,5.89,10.52,15.33,20.54,20.54,10.52,10.02,-0.5,8.49,10.8,10.4,9.6,9.51,9.98,94.0,,"Uzawa, Towa (JPN) (2002)_Semi-Final 2 - 2024 Olympic Games (Paris, FRA)_94"
2254,"Uzawa, Towa (JPN) (2002)","Heat 6 - 2024 Olympic Games (Paris, FRA)",4 / 3,0.1 m/s,05-Aug-24,0.114,5.84,10.44,15.2,20.33,20.33,10.44,9.89,-0.55,8.56,10.87,10.5,9.75,9.58,10.11,,,"Uzawa, Towa (JPN) (2002)_Heat 6 - 2024 Olympic Games (Paris, FRA)"
2255,"Uzawa, Towa (JPN) (2002)","Semi-Final 3 - 2023 World Athletics Championships (Budapest, HUN)",8 / 5,-0.2 m/s,23-Aug-23,0.15,5.92,10.56,15.3,20.33,20.33,10.56,9.77,-0.79,8.45,10.78,10.55,9.94,9.47,10.24,,,"Uzawa, Towa (JPN) (2002)_Semi-Final 3 - 2023 World Athletics Championships (Budapest, HUN)"
2256,"Uzawa, Towa (JPN) (2002)","Heat 5 - 2023 World Athletics Championships (Budapest, HUN)",8 / 1,-0.2 m/s,23-Aug-23,0.149,5.94,10.62,15.33,20.34,20.34,10.62,9.72,-0.9,8.42,10.68,10.62,9.98,9.42,10.29,,,"Uzawa, Towa (JPN) (2002)_Heat 5 - 2023 World Athletics Championships (Budapest, HUN)"
2257,"Uzawa, Towa (JPN) (2002)","FINAL - 2023 Japanese National Championsips (Osaka, JPN)",6 / 1,-0.2 m/s,02-Jun-23,0.165,5.92,10.59,15.31,20.32,20.32,10.59,9.73,-0.86,8.45,10.71,10.59,9.98,9.44,10.28,,,"Uzawa, Towa (JPN) (2002)_FINAL - 2023 Japanese National Championsips (Osaka, JPN)"
2258,"Uzawa, Towa (JPN) (2002)","FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)",6 / 1,2.1 m/s,07-Aug-19,,5.89,10.44,15.21,20.36,20.36,10.44,9.92,-0.52,8.49,10.99,10.48,9.71,9.58,10.08,,,"Uzawa, Towa (JPN) (2002)_FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)"
2259,"Vaden, Jordan (USA) (1978)","Semi-Final 1 - 2008 USA Olympic Trials (Eugene, OR)",3 / 5,2.2 m/s,05-Jul-08,,5.89,10.57,15.48,20.66,20.66,10.57,10.09,-0.48,8.49,10.68,10.18,9.65,9.46,9.91,,,"Vaden, Jordan (USA) (1978)_Semi-Final 1 - 2008 USA Olympic Trials (Eugene, OR)"
2260,"Vaden, Jordan (USA) (1978)","Quarter-Final 3 - 2008 USA Olympic Trials (Eugene, OR)",5 / 3,0.1 m/s,05-Jul-08,,5.91,10.56,15.38,20.73,20.73,10.56,10.17,-0.39,8.46,10.75,10.37,9.35,9.47,9.83,,,"Vaden, Jordan (USA) (1978)_Quarter-Final 3 - 2008 USA Olympic Trials (Eugene, OR)"
2261,"Vaden, Jordan (USA) (1978)","Heat 1 - 2008 USA Olympic Trials (Eugene, OR)",5 / 2,1.0 m/s,04-Jul-08,,5.88,10.61,15.42,20.82,20.82,10.61,10.21,-0.4,8.5,10.57,10.4,9.26,9.43,9.79,,,"Vaden, Jordan (USA) (1978)_Heat 1 - 2008 USA Olympic Trials (Eugene, OR)"
2262,"Vaden, Jordan (USA) (1978)","FINAL - 2007 USATF National Championships (Indianapolis, IN)",2 / 6,-0.3 m/s,24-Jun-07,,10.6,20.4,20.42,26.0,26.0,20.4,5.6,-14.8,9.43,10.2,9.79,9.43,4.9,17.86,,,"Vaden, Jordan (USA) (1978)_FINAL - 2007 USATF National Championships (Indianapolis, IN)"
2263,"Vaden, Jordan (USA) (1978)","FINAL - 2006 USATF National Championships (Indianapolis, IN)",6 / 2,0.3 m/s,25-Jun-06,,5.82,10.39,15.09,19.98,19.98,10.39,9.59,-0.8,8.59,10.94,10.64,10.22,9.62,10.43,,,"Vaden, Jordan (USA) (1978)_FINAL - 2006 USATF National Championships (Indianapolis, IN)"
2264,"Van den Hende, Mulamba (BEL) (1984)","E FINAL - 2014 Windsprint (Sundsvall, SWE)",4 / 3,1.7 m/s,20-Jul-14,,11.59,22.57,22.57,43.0,43.0,22.57,20.43,-2.14,8.63,9.11,8.86,8.63,4.43,4.89,,Johansen (2014) - www.ssg.se/windsprint/Splittider/,"Van den Hende, Mulamba (BEL) (1984)_E FINAL - 2014 Windsprint (Sundsvall, SWE)"
2265,"van Niekerk, Wayde (RSA) (1992)","Semi-Final 3 - 2024 Olympic Games (Paris, FRA)",4 / 7,-0.6 m/s,07-Aug-24,0.166,5.93,10.55,15.39,20.72,20.72,10.55,10.17,-0.38,8.43,10.82,10.33,9.38,9.48,9.83,83.0,,"van Niekerk, Wayde (RSA) (1992)_Semi-Final 3 - 2024 Olympic Games (Paris, FRA)_83"
2266,"van Niekerk, Wayde (RSA) (1992)","Heat 1 - 2024 Olympic Games (Paris, FRA)",3 / 3,0.1 m/s,05-Aug-24,0.157,5.83,10.42,15.23,20.42,20.42,10.42,10.0,-0.42,8.58,10.89,10.4,9.63,9.6,10.0,84.0,Takahashi (2017) - 200m running performance analysis in the 2017 season,"van Niekerk, Wayde (RSA) (1992)_Heat 1 - 2024 Olympic Games (Paris, FRA)_84"
2267,"van Niekerk, Wayde (RSA) (1992)","FINAL - 2017 IAAF World Championships (London, GBR)",3 / 2,-0.1 m/s,10-Aug-17,0.156,5.77,10.32,15.08,20.11,20.11,10.32,9.79,-0.53,8.67,10.99,10.5,9.94,9.69,10.21,,Takahashi (2017) - 200m running performance analysis in the 2017 season,"van Niekerk, Wayde (RSA) (1992)_FINAL - 2017 IAAF World Championships (London, GBR)"
2268,"van Niekerk, Wayde (RSA) (1992)","Semi-Final 3 - 2017 IAAF World Championships (London, GBR)",6 / 3,0.3 m/s,09-Aug-17,0.158,5.84,10.39,15.15,20.28,20.28,10.39,9.89,-0.5,8.56,10.99,10.5,9.75,9.62,10.11,,Takahashi (2017) - 200m running performance analysis in the 2017 season,"van Niekerk, Wayde (RSA) (1992)_Semi-Final 3 - 2017 IAAF World Championships (London, GBR)"
2269,"van Niekerk, Wayde (RSA) (1992)","Heat 3 - 2017 IAAF World Championships (London, GBR)",7 / 1,0.3 m/s,07-Aug-17,0.192,5.87,10.36,15.07,20.16,20.16,10.36,9.8,-0.56,8.52,11.14,10.62,9.82,9.65,10.2,,Takahashi (2017) - 200m running performance analysis in the 2017 season,"van Niekerk, Wayde (RSA) (1992)_Heat 3 - 2017 IAAF World Championships (London, GBR)"
2270,"Vanderbemden, Robin (BEL) (1994)","FINAL - 2022 Memorial van Damme (Brussels, BEL)",2 / 7,-2.9 m/s,02-Sep-22,0.159,5.9,10.59,15.58,21.02,21.02,10.59,10.43,-0.16,8.47,10.66,10.02,9.19,9.44,9.59,94.0,Omega Timing (2022) - diamond league race analysis,"Vanderbemden, Robin (BEL) (1994)_FINAL - 2022 Memorial van Damme (Brussels, BEL)_94"
2271,"Vanderbemden, Robin (BEL) (1994)","FINAL - 2019 Memorial van Damme (Brussels, BEL)",9 / 6,0.8 m/s,06-Sep-19,0.128,5.9,10.5,15.4,20.51,20.51,10.5,10.01,-0.49,8.47,10.87,10.2,9.78,9.52,9.99,94.0,Omega Timing (2019) - diamond league race analysis,"Vanderbemden, Robin (BEL) (1994)_FINAL - 2019 Memorial van Damme (Brussels, BEL)_94"
